Scenario_id,Object_type,Object_speed_kmph,time_to_collision_sec,braking_triggered,collision_avoided
52,Animal,5.785213638568884,2.15,1,1
53,Motorcycle,69.52757473583983,6.02,0,0
54,Car,34.19113879697584,0.6,1,0
55,Animal,3.2536007315128668,1.47,1,0
56,Motorcycle,54.92130805576993,1.08,1,0
57,Car,39.88257345311145,4.26,0,0
58,Animal,8.98125342486488,3.52,1,1
59,Bike,27.720255016749235,5.24,0,0
60,Animal,6.740312172012597,1.0,1,0
61,Truck,47.994419801384694,2.89,1,1
62,Animal,6.75901566953095,2.67,1,1
63,Car,79.81818511130932,1.38,1,0
64,Car,17.602564155302122,1.8,1,0
65,Car,85.94989828571796,7.44,0,0
66,Motorcycle,89.74369060681893,5.74,0,0
67,Bike,26.78728359990983,6.7,0,0
68,Motorcycle,59.03962331057781,7.72,0,0
69,Bike,8.961773734685087,3.53,1,1
70,Motorcycle,66.412906759973,1.79,1,0
71,Motorcycle,29.313858505022203,7.35,0,0
72,Pedestrian,5.48339473025217,6.42,0,0
73,Animal,6.385261838401897,3.84,1,1
74,Pedestrian,5.553120890834439,1.34,1,0
75,Animal,3.8249182066122116,1.95,1,0
76,Motorcycle,48.669304664522855,5.31,0,0
77,Motorcycle,35.29469317145707,3.23,1,1
78,Pedestrian,5.115576236699755,0.75,1,0
79,Bike,16.831542851724134,5.76,0,0
80,Car,1.6730242439851972,6.52,0,0
81,Bike,1.9952816293784124,6.3,0,0
82,Motorcycle,66.86967565153903,2.93,1,1
83,Animal,6.8881899945009515,7.44,0,0
84,Pedestrian,5.695039795253145,0.54,1,0
85,Truck,4.977255898015334,1.76,1,0
86,Motorcycle,76.10737420495205,3.05,1,1
87,Animal,1.520073576488916,3.11,1,1
88,Car,80.00270585384992,4.08,0,0
89,Animal,2.064942703336005,3.37,1,1
90,Motorcycle,44.731885036936696,0.96,1,0
91,Motorcycle,53.655272978031114,3.18,1,1
92,Car,6.616738391235169,4.64,0,0
93,Animal,6.214909499486016,6.75,0,0
94,Pedestrian,2.397475673562025,4.55,0,0
95,Pedestrian,3.3996621266613167,7.13,0,0
96,Truck,39.60920189076394,0.83,1,0
97,Pedestrian,1.5749709353582926,5.97,0,0
98,Animal,2.2093573481404505,7.17,0,0
99,Truck,62.35773412216838,5.23,0,0
100,Truck,44.68558192183714,4.69,0,0
101,Car,39.62478370937405,7.45,0,0
102,Truck,42.2617598676144,7.94,0,0
103,Motorcycle,98.34928105966736,4.5,0,0
104,Car,65.12953780230912,6.3,0,0
105,Motorcycle,21.743328304012593,2.42,1,1
106,Bike,9.414519416657098,6.55,0,0
107,Truck,28.29023201067932,5.14,0,0
108,Pedestrian,7.398315105857998,0.7,1,0
109,Motorcycle,42.86734553785308,5.75,0,0
110,Pedestrian,4.864888728062087,0.6,1,0
111,Motorcycle,20.653551307785897,6.19,0,0
112,Bike,13.62857919375566,3.66,1,1
113,Bike,26.510406642537763,3.43,1,1
114,Pedestrian,6.866639480728251,4.53,0,0
115,Truck,30.11905002273273,6.81,0,0
116,Pedestrian,7.967497134359835,5.85,0,0
117,Animal,2.3542854642784103,2.59,1,1
118,Motorcycle,73.51174999984681,2.66,1,1
119,Truck,43.07308437012436,2.1,1,1
120,Car,61.95890152132152,7.91,0,0
121,Pedestrian,4.087745628704029,4.46,0,0
122,Animal,3.3809401713950846,1.68,1,0
123,Car,3.4181187538305373,1.15,1,0
124,Pedestrian,6.223821603217834,6.34,0,0
125,Motorcycle,61.068426001970245,2.25,1,1
126,Truck,70.15051213533681,4.14,0,0
127,Bike,17.67854490394034,1.58,1,0
128,Pedestrian,4.018960597429579,7.43,0,0
129,Truck,49.825146141367306,3.28,1,1
130,Car,38.01380303201412,1.08,1,0
131,Car,78.04913225830566,7.9,0,0
132,Truck,28.675569756218135,0.67,1,0
133,Pedestrian,6.152351900296809,7.93,0,0
134,Pedestrian,4.440426688016455,7.65,0,0
135,Car,89.69337576092096,2.44,1,1
136,Animal,6.972577196763959,3.63,1,1
137,Bike,17.036782572499114,0.5,1,0
138,Pedestrian,9.475740784178974,5.76,0,0
139,Car,19.585064140317783,5.33,0,0
140,Pedestrian,6.814977611733271,2.42,1,1
141,Motorcycle,31.597482872614496,0.74,1,0
142,Motorcycle,35.8863983559688,6.94,0,0
143,Bike,13.78467455442259,1.14,1,0
144,Bike,1.8842168923792748,7.48,0,0
145,Motorcycle,12.656236451811933,5.25,0,0
146,Pedestrian,5.276090144461525,4.32,0,0
147,Motorcycle,20.136665695576987,5.79,0,0
148,Bike,12.546821730344341,6.32,0,0
149,Motorcycle,32.156828327949796,4.38,0,0
150,Bike,16.358445836940763,0.87,1,0
151,Motorcycle,60.062009443558644,3.69,1,1
152,Car,69.43813933673613,7.7,0,0
153,Car,34.8992092411593,6.74,0,0
154,Truck,36.93413718932946,1.39,1,0
155,Bike,4.896736364758649,7.39,0,0
156,Car,15.702421995512138,1.09,1,0
157,Animal,2.218248554989308,1.86,1,0
158,Motorcycle,26.38069018075739,0.58,1,0
159,Bike,27.55003462983694,5.85,0,0
160,Motorcycle,51.628595060900146,0.73,1,0
161,Animal,6.174313921025883,3.73,1,1
162,Car,4.742299339853052,1.41,1,0
163,Bike,14.770483687617647,4.53,0,0
164,Animal,9.69950222541203,2.05,1,1
165,Bike,5.157429048196813,5.78,0,0
166,Animal,2.1358630245539567,0.79,1,0
167,Pedestrian,3.5000893600186735,2.52,1,1
168,Bike,13.300167896755209,5.62,0,0
169,Pedestrian,7.748779395382867,4.63,0,0
170,Car,75.50027634416944,1.64,1,0
171,Truck,14.548690191609372,1.58,1,0
172,Bike,22.23775512412551,2.07,1,1
173,Truck,54.09660336381727,5.49,0,0
174,Animal,8.463517475877406,2.69,1,1
175,Pedestrian,8.240356756132817,7.89,0,0
176,Pedestrian,2.5338999569436473,1.2,1,0
177,Pedestrian,8.669426238357284,5.52,0,0
178,Motorcycle,91.439090186654,0.82,1,0
179,Animal,2.1816115365701285,1.69,1,0
180,Bike,3.483405475798175,6.35,0,0
181,Animal,9.01073896634558,2.48,1,1
182,Animal,5.057698232321426,5.39,0,0
183,Car,60.81079147120429,5.34,0,0
184,Animal,9.133536882497378,7.89,0,0
185,Motorcycle,15.821539299685242,5.65,0,0
186,Truck,75.40847413341484,1.69,1,0
187,Animal,8.595825809854876,2.45,1,1
188,Animal,9.80202021906237,6.58,0,0
189,Motorcycle,94.72079420245316,4.43,0,0
190,Pedestrian,8.824528391638479,3.44,1,1
191,Animal,3.8754441888125775,2.36,1,1
192,Car,63.836277547120595,2.34,1,1
193,Bike,12.817477287219992,4.86,0,0
194,Bike,24.010112536542774,2.28,1,1
195,Motorcycle,32.408422089480766,6.29,0,0
196,Car,74.19045202356891,6.06,0,0
197,Pedestrian,3.318750188785886,4.04,0,0
198,Car,62.071911689086924,1.59,1,0
199,Motorcycle,4.698640030419941,0.58,1,0
200,Bike,18.086224004773428,0.53,1,0
201,Pedestrian,7.740261543437404,3.76,1,1
202,Truck,35.31461135116521,4.57,0,0
203,Truck,49.893273092566844,3.22,1,1
204,Truck,65.46567148522442,3.57,1,1
205,Pedestrian,1.930080594215816,7.07,0,0
206,Pedestrian,6.860877099715477,6.12,0,0
207,Pedestrian,4.979249208915009,3.57,1,1
208,Animal,7.28824223366102,5.88,0,0
209,Animal,9.023170828829688,6.56,0,0
210,Pedestrian,9.207039511305535,6.7,0,0
211,Motorcycle,18.325531837346958,4.45,0,0
212,Pedestrian,7.876340019197736,5.73,0,0
213,Pedestrian,9.896836672075564,5.17,0,0
214,Truck,79.27613704597991,2.43,1,1
215,Pedestrian,7.909107972698241,6.55,0,0
216,Bike,15.953857464032751,1.1,1,0
217,Car,71.4311758767378,1.89,1,0
218,Bike,25.586158448409094,1.81,1,0
219,Bike,29.775549365936907,4.1,0,0
220,Car,3.523244743436181,7.6,0,0
221,Motorcycle,79.72573319450133,6.59,0,0
222,Pedestrian,6.742256554223216,4.6,0,0
223,Animal,3.9586219434974157,5.92,0,0
224,Car,36.89481881968152,6.21,0,0
225,Pedestrian,9.043951610752709,6.69,0,0
226,Car,86.45499982799487,4.05,0,0
227,Truck,78.43510495943762,3.95,1,1
228,Motorcycle,73.03628366734134,5.56,0,0
229,Truck,48.17191624135791,2.85,1,1
230,Car,48.17701853762956,2.2,1,1
231,Bike,2.763381439728501,5.29,0,0
232,Animal,8.664515079945158,6.13,0,0
233,Animal,6.9333604793176935,2.02,1,1
234,Pedestrian,6.591453957891321,1.76,1,0
235,Animal,3.2595996181311007,3.57,1,1
236,Motorcycle,69.12513013315998,1.67,1,0
237,Pedestrian,1.968386793288671,2.38,1,1
238,Pedestrian,9.03935975829774,3.75,1,1
239,Car,9.518977151255294,5.32,0,0
240,Car,72.12149037730875,3.08,1,1
241,Animal,5.873127199626797,0.54,1,0
242,Motorcycle,88.1711156584403,2.27,1,1
243,Car,75.95020941776781,2.52,1,1
244,Animal,3.4310984128348996,3.69,1,1
245,Motorcycle,34.721459551172735,0.52,1,0
246,Animal,7.1121961220893315,0.82,1,0
247,Motorcycle,48.36329381242717,1.63,1,0
248,Pedestrian,6.231814160923097,6.56,0,0
249,Animal,4.551806209630654,4.87,0,0
250,Motorcycle,3.8641049617706686,3.1,1,1
251,Animal,9.34378876459726,1.52,1,0
252,Animal,3.9835128749192146,5.9,0,0
253,Truck,77.99628397898324,2.44,1,1
254,Car,96.12977064221984,7.85,0,0
255,Bike,2.2056936527026947,2.49,1,1
256,Pedestrian,6.689870477237331,4.14,0,0
257,Truck,11.7466106386196,2.92,1,1
258,Pedestrian,6.36000812363698,6.67,0,0
259,Truck,20.76375418986153,2.68,1,1
260,Bike,15.446987818559828,7.1,0,0
261,Pedestrian,3.8233531574928907,2.18,1,1
262,Car,98.00865883281978,0.55,1,0
263,Truck,32.8241638277123,5.37,0,0
264,Truck,72.09715928185034,2.93,1,1
265,Truck,13.695590300829712,5.47,0,0
266,Pedestrian,3.9610233744340357,1.79,1,0
267,Bike,15.294950923416671,1.26,1,0
268,Animal,7.006744310722997,5.29,0,0
269,Motorcycle,69.7117350022551,1.89,1,0
270,Car,71.11550965769364,4.26,0,0
271,Truck,12.394862427538918,2.03,1,1
272,Pedestrian,2.370336030434955,7.85,0,0
273,Truck,38.16770068880002,5.34,0,0
274,Car,78.57729922652273,4.98,0,0
275,Truck,4.263146741168272,5.13,0,0
276,Car,25.252962112371506,1.12,1,0
277,Motorcycle,15.893556739193142,7.98,0,0
278,Truck,21.662243752745965,4.05,0,0
279,Motorcycle,57.04344672060043,3.4,1,1
280,Truck,55.65536391983678,6.8,0,0
281,Car,11.81397978341379,5.1,0,0
282,Pedestrian,9.385441949740267,7.99,0,0
283,Car,70.18617700664058,6.3,0,0
284,Truck,69.25103250791632,6.31,0,0
285,Bike,4.489174793085809,5.26,0,0
286,Motorcycle,90.35281822343646,4.93,0,0
287,Truck,37.777883530372826,5.78,0,0
288,Bike,4.34647206274215,1.02,1,0
289,Pedestrian,7.631001833323193,7.74,0,0
290,Pedestrian,9.38885502134104,5.6,0,0
291,Bike,7.243668199096879,6.06,0,0
292,Bike,22.00451871546268,5.31,0,0
293,Truck,54.633824689903825,0.81,1,0
294,Bike,21.13248972941995,1.71,1,0
295,Car,32.58234370070326,0.91,1,0
296,Car,51.71912258810374,2.64,1,1
297,Animal,2.9186574036181505,2.1,1,1
298,Car,91.00631429060834,1.32,1,0
299,Bike,15.690581921123906,1.13,1,0
300,Bike,26.029770973550367,3.46,1,1
301,Animal,7.416906731791768,3.86,1,1
302,Pedestrian,2.8715177695628764,1.06,1,0
303,Motorcycle,3.981469984050018,6.41,0,0
304,Truck,37.35881558104428,4.01,0,0
305,Truck,32.61961801238741,7.79,0,0
306,Car,12.219590088764452,3.59,1,1
307,Truck,49.29156663692638,3.19,1,1
308,Car,80.6201164636751,5.53,0,0
309,Truck,54.9975150091245,6.92,0,0
310,Bike,19.38341003942274,7.28,0,0
311,Car,86.99742186810795,6.99,0,0
312,Motorcycle,53.44408630431358,7.92,0,0
313,Truck,55.133635617437164,6.5,0,0
314,Bike,16.794127583370663,2.92,1,1
315,Car,75.42512637405272,7.41,0,0
316,Animal,9.06170182338927,7.83,0,0
317,Truck,55.669783639352886,4.37,0,0
318,Car,3.4181896994564243,5.23,0,0
319,Pedestrian,4.053102583911647,3.21,1,1
320,Motorcycle,77.31010041237114,2.69,1,1
321,Motorcycle,62.49289803428313,5.06,0,0
322,Car,61.14727389963439,6.92,0,0
323,Pedestrian,9.25309936859048,4.47,0,0
324,Animal,2.9464689843573,1.89,1,0
325,Truck,48.980343627208846,7.7,0,0
326,Bike,4.82429776741505,2.76,1,1
327,Animal,9.785195933732156,2.33,1,1
328,Animal,6.444118919608831,2.82,1,1
329,Car,2.420564624429547,0.73,1,0
330,Car,7.690886733951849,1.92,1,0
331,Motorcycle,91.81094825752656,2.35,1,1
332,Pedestrian,6.554718284281558,7.25,0,0
333,Bike,7.8286851878211206,2.54,1,1
334,Bike,4.2214959939962275,4.84,0,0
335,Animal,8.294840807919575,1.17,1,0
336,Bike,25.686233265788296,3.02,1,1
337,Animal,5.757316026176861,7.38,0,0
338,Car,56.394916770901794,4.11,0,0
339,Bike,11.680904016195162,7.38,0,0
340,Truck,72.6359479657228,1.83,1,0
341,Motorcycle,40.571698081233194,5.54,0,0
342,Pedestrian,6.543441634967088,0.82,1,0
343,Truck,38.852249247464464,4.13,0,0
344,Truck,17.24733561217819,2.96,1,1
345,Truck,60.43675005486283,5.16,0,0
346,Pedestrian,3.6707911348565037,7.54,0,0
347,Truck,79.99814904102452,2.14,1,1
348,Car,75.62443442742754,4.54,0,0
349,Pedestrian,6.57157559821623,4.15,0,0
350,Animal,5.87377277365958,0.7,1,0
351,Truck,71.53863953195881,6.52,0,0
352,Pedestrian,6.412047198901071,2.54,1,1
353,Animal,4.8844249921644955,6.97,0,0
354,Car,79.93243350091512,4.45,0,0
355,Car,55.18949234875502,1.03,1,0
356,Motorcycle,81.35919666116122,0.95,1,0
357,Bike,13.653193541849014,3.76,1,1
358,Car,17.1016613518441,5.21,0,0
359,Bike,18.081485731495736,3.16,1,1
360,Truck,74.47248250043306,1.89,1,0
361,Car,29.50196659507326,4.0,1,1
362,Motorcycle,24.124450451026195,7.96,0,0
363,Truck,46.8838748376117,1.81,1,0
364,Car,96.98303931120336,5.16,0,0
365,Bike,5.854950680325691,3.39,1,1
366,Car,63.11780731692946,1.59,1,0
367,Car,34.48419886852586,0.75,1,0
368,Pedestrian,3.816845150633631,3.26,1,1
369,Animal,5.872654985618487,0.55,1,0
370,Pedestrian,8.72141688319493,6.52,0,0
371,Bike,29.549084473496844,2.2,1,1
372,Pedestrian,1.8517178685210833,6.88,0,0
373,Bike,3.929240449677511,6.73,0,0
374,Bike,26.699350072523444,6.79,0,0
375,Bike,2.4493783850139574,2.47,1,1
376,Truck,25.875622605664297,6.07,0,0
377,Truck,17.3222250463034,0.96,1,0
378,Car,36.14970684001105,1.6,1,0
379,Car,29.4160046439629,3.05,1,1
380,Pedestrian,4.18000215203198,6.12,0,0
381,Bike,26.963742830733242,6.79,0,0
382,Animal,5.693414134996496,1.71,1,0
383,Pedestrian,8.027075050562805,7.5,0,0
384,Pedestrian,2.7686219673467747,3.75,1,1
385,Motorcycle,81.75727870464989,5.61,0,0
386,Motorcycle,94.91016325835291,5.46,0,0
387,Pedestrian,9.90786744440007,2.9,1,1
388,Motorcycle,61.81966754139261,5.36,0,0
389,Bike,28.695393486683617,4.72,0,0
390,Pedestrian,8.082921061118586,4.5,0,0
391,Animal,1.443108126789745,1.04,1,0
392,Animal,8.250200200932351,2.9,1,1
393,Truck,58.540849438844226,3.25,1,1
394,Truck,16.856211183375944,4.06,0,0
395,Pedestrian,3.9955704178542493,6.07,0,0
396,Animal,6.8122182149988255,5.71,0,0
397,Car,93.7584201830339,3.89,1,1
398,Pedestrian,4.519500447199796,7.8,0,0
399,Truck,32.788196876575604,2.71,1,1
400,Bike,17.094519207064934,2.74,1,1
401,Car,33.432522709282644,5.99,0,0
402,Bike,4.955890260775753,6.94,0,0
403,Bike,7.229476527302619,6.53,0,0
404,Animal,5.827625272740468,5.02,0,0
405,Truck,71.84319846824751,7.15,0,0
406,Animal,2.6115513880083294,1.13,1,0
407,Truck,29.297519553894276,4.74,0,0
408,Animal,5.447492349327371,0.8,1,0
409,Pedestrian,5.435173794999351,5.62,0,0
410,Car,68.58038416563886,7.0,0,0
411,Motorcycle,36.42276759401285,2.8,1,1
412,Bike,15.52635369980699,4.47,0,0
413,Bike,17.964259189158646,1.73,1,0
414,Car,39.945410221977994,1.83,1,0
415,Animal,3.2372695376236926,3.31,1,1
416,Motorcycle,40.15379771616629,2.7,1,1
417,Motorcycle,43.317993649386764,3.13,1,1
418,Motorcycle,16.717039459458828,3.37,1,1
419,Animal,6.3157806638908465,6.69,0,0
420,Truck,67.29509708936118,4.61,0,0
421,Pedestrian,7.399515309499147,3.67,1,1
422,Animal,8.34561417811479,0.58,1,0
423,Motorcycle,20.280060825805275,4.49,0,0
424,Animal,9.999871169396666,2.64,1,1
425,Pedestrian,7.906043516415378,5.37,0,0
426,Car,54.71130666694452,1.39,1,0
427,Motorcycle,12.536450250645998,3.26,1,1
428,Motorcycle,2.707315418771978,4.1,0,0
429,Car,80.1956855653186,6.07,0,0
430,Truck,79.7581187198903,1.39,1,0
431,Motorcycle,92.20695917924309,1.34,1,0
432,Truck,25.103436097361556,1.12,1,0
433,Truck,59.23341238594201,4.66,0,0
434,Pedestrian,8.731018989942575,7.8,0,0
435,Motorcycle,6.857186048002945,7.05,0,0
436,Car,8.557511068675664,7.04,0,0
437,Truck,30.9338385731435,6.41,0,0
438,Truck,72.5371341580035,2.02,1,1
439,Pedestrian,5.924337076276579,4.29,0,0
440,Motorcycle,17.204137059405365,7.45,0,0
441,Animal,9.446055590527179,6.6,0,0
442,Truck,24.112555524730112,7.85,0,0
443,Motorcycle,16.844243119072075,0.64,1,0
444,Pedestrian,9.277540283011252,3.67,1,1
445,Bike,22.411246643814135,7.0,0,0
446,Bike,24.522495832186657,7.2,0,0
447,Animal,2.2886827358498754,5.72,0,0
448,Bike,13.356373163638082,6.78,0,0
449,Truck,6.943575334137278,2.11,1,1
450,Truck,26.85156263053186,4.93,0,0
451,Pedestrian,7.842976190776904,4.29,0,0
452,Animal,8.478212855862088,7.2,0,0
453,Bike,29.4037044518358,2.33,1,1
454,Car,42.27124213954647,5.78,0,0
455,Animal,5.046886492777496,4.23,0,0
456,Truck,61.55681271280691,6.75,0,0
457,Truck,76.64781671004526,1.31,1,0
458,Car,2.3930632615812573,1.41,1,0
459,Truck,2.2470033595009085,0.88,1,0
460,Animal,8.3893775276371,2.02,1,1
461,Motorcycle,50.764169424732486,3.5,1,1
462,Animal,5.563071125770728,6.99,0,0
463,Bike,11.420319601514818,6.11,0,0
464,Bike,18.69644036506385,2.05,1,1
465,Motorcycle,24.473570397560287,5.46,0,0
466,Truck,10.442689761954911,7.53,0,0
467,Car,84.98253752900268,0.83,1,0
468,Truck,66.99421699707581,7.67,0,0
469,Motorcycle,21.05490560021073,2.67,1,1
470,Bike,16.410829078513068,5.09,0,0
471,Bike,26.02492140015126,5.73,0,0
472,Truck,68.62347755341749,0.86,1,0
473,Bike,21.154476970172198,6.86,0,0
474,Pedestrian,5.910218379050606,4.2,0,0
475,Bike,26.22012672073533,4.99,0,0
476,Pedestrian,3.6072247986382635,7.49,0,0
477,Pedestrian,9.349521406150059,7.6,0,0
478,Car,80.40032609495933,6.31,0,0
479,Motorcycle,86.04828118195968,5.92,0,0
480,Animal,8.34479982081507,6.44,0,0
481,Animal,9.500079328949354,3.69,1,1
482,Car,98.3522543865451,2.16,1,1
483,Pedestrian,7.2389996373443815,6.87,0,0
484,Pedestrian,7.145006177776162,6.31,0,0
485,Bike,13.358911331023174,7.87,0,0
486,Pedestrian,2.6172553990477496,5.4,0,0
487,Animal,7.592079149601817,0.83,1,0
488,Car,62.3796907514744,6.41,0,0
489,Animal,8.35823855989653,0.86,1,0
490,Animal,8.229284565128058,3.85,1,1
491,Car,12.480943839688383,3.94,1,1
492,Motorcycle,70.18682326332902,4.02,0,0
493,Car,73.60730065505548,5.73,0,0
494,Bike,4.523218510929892,6.26,0,0
495,Motorcycle,89.93355548492131,3.31,1,1
496,Animal,2.3168971753124747,7.34,0,0
497,Animal,4.792339322083947,5.47,0,0
498,Motorcycle,69.02039156131008,1.94,1,0
499,Truck,59.140600904025504,2.33,1,1
500,Car,18.098709286784167,7.11,0,0
501,Motorcycle,47.53092697344779,1.35,1,0
502,Animal,4.857092157256859,6.85,0,0
503,Pedestrian,8.437064644818253,5.85,0,0
504,Car,94.93485923162085,5.61,0,0
505,Truck,3.9753407392707567,5.32,0,0
506,Motorcycle,20.530735623879085,3.14,1,1
507,Motorcycle,99.69622907047349,4.78,0,0
508,Car,53.02635288941621,1.9,1,0
509,Pedestrian,3.5899597589069314,6.57,0,0
510,Animal,9.435362900408208,6.18,0,0
511,Motorcycle,98.96970654419181,0.93,1,0
512,Truck,37.578502851227285,1.92,1,0
513,Pedestrian,3.9335940411715193,7.12,0,0
514,Car,8.216026958211582,7.17,0,0
515,Motorcycle,31.830212674872513,5.17,0,0
516,Truck,78.95245780004079,4.11,0,0
517,Motorcycle,82.37982156681632,1.39,1,0
518,Truck,11.11186734951341,6.28,0,0
519,Car,85.9007485709507,6.35,0,0
520,Bike,15.71286728567071,4.87,0,0
521,Motorcycle,97.05796110684499,3.07,1,1
522,Truck,74.29932979861884,4.14,0,0
523,Motorcycle,28.648087210418655,1.46,1,0
524,Truck,22.2032999543995,1.88,1,0
525,Animal,6.274519943343501,3.63,1,1
526,Motorcycle,2.845332250376374,7.09,0,0
527,Animal,4.294746844789499,6.3,0,0
528,Motorcycle,56.60730148500027,7.53,0,0
529,Car,77.23172370074325,1.87,1,0
530,Bike,26.322177359912484,4.05,0,0
531,Animal,2.640923610557395,2.4,1,1
532,Motorcycle,85.46662939208572,4.55,0,0
533,Pedestrian,9.494498185821401,4.91,0,0
534,Pedestrian,1.7521422343488706,3.87,1,1
535,Pedestrian,3.6729371327506137,4.7,0,0
536,Bike,5.859500871501224,5.98,0,0
537,Pedestrian,4.723779747672086,0.95,1,0
538,Pedestrian,2.692745936321953,2.14,1,1
539,Motorcycle,37.90977465269173,5.94,0,0
540,Motorcycle,50.315445964477675,3.97,1,1
541,Bike,13.752985535437587,0.77,1,0
542,Car,21.37532743606841,3.62,1,1
543,Pedestrian,2.667457074625265,3.06,1,1
544,Animal,1.8492527460598283,0.84,1,0
545,Motorcycle,46.302144646370934,4.33,0,0
546,Pedestrian,8.169975451469693,7.9,0,0
547,Pedestrian,4.927199149922919,5.99,0,0
548,Pedestrian,9.774044674790469,3.33,1,1
549,Animal,6.540327484902857,1.12,1,0
550,Truck,22.947723438722996,1.12,1,0
551,Bike,16.50838522328912,1.08,1,0
552,Truck,70.57887395317586,1.37,1,0
553,Truck,17.721367869111795,3.08,1,1
554,Pedestrian,5.785827329911667,0.51,1,0
555,Bike,16.77685849931519,6.19,0,0
556,Truck,24.21906156103665,7.46,0,0
557,Motorcycle,46.34033798457844,2.95,1,1
558,Car,25.08200190857243,5.54,0,0
559,Truck,26.177510196861032,3.58,1,1
560,Bike,20.9386203496004,2.05,1,1
561,Pedestrian,3.5384812724267958,2.54,1,1
562,Truck,77.77371521399661,0.87,1,0
563,Motorcycle,38.25706722940353,6.75,0,0
564,Truck,9.661744610801096,7.82,0,0
565,Motorcycle,47.706119844995015,2.94,1,1
566,Motorcycle,42.44605966547551,2.02,1,1
567,Pedestrian,3.658061383485726,5.14,0,0
568,Truck,53.989103188052766,0.64,1,0
569,Pedestrian,5.658984642654685,6.92,0,0
570,Animal,4.893026271168662,5.53,0,0
571,Bike,9.347636538916548,2.76,1,1
572,Bike,14.464994033111466,7.58,0,0
573,Pedestrian,5.9107813754702345,3.98,1,1
574,Car,35.30455270779695,4.64,0,0
575,Truck,34.089090626176215,1.33,1,0
576,Truck,10.366236676227537,1.84,1,0
577,Car,98.37640824980403,5.41,0,0
578,Animal,8.37176254677218,5.66,0,0
579,Motorcycle,76.83607423767384,2.26,1,1
580,Motorcycle,54.63086161733248,7.88,0,0
581,Pedestrian,2.124426477154942,5.95,0,0
582,Bike,21.96929332220736,5.33,0,0
583,Car,70.06230244209995,0.5,1,0
584,Truck,68.57507793607182,4.89,0,0
585,Truck,26.672818660667307,4.82,0,0
586,Truck,37.501686143131515,5.93,0,0
587,Pedestrian,7.4037893219775,4.79,0,0
588,Pedestrian,6.075254962535556,2.06,1,1
589,Motorcycle,60.7419660175466,4.77,0,0
590,Bike,10.90911513996496,6.19,0,0
591,Pedestrian,1.9875715433331682,7.19,0,0
592,Car,96.27815880308547,4.36,0,0
593,Animal,9.70488317441142,4.53,0,0
594,Motorcycle,58.310093847447405,3.05,1,1
595,Car,60.64380795042494,6.59,0,0
596,Bike,13.3513603536871,6.57,0,0
597,Bike,20.187340271221196,1.42,1,0
598,Bike,8.352695309420858,6.8,0,0
599,Animal,4.7295804014064435,4.87,0,0
600,Car,62.644711038914544,6.7,0,0
601,Bike,13.490116422713566,5.35,0,0
602,Car,24.40907947262143,6.16,0,0
603,Animal,2.26718952147571,7.9,0,0
604,Truck,38.742770386999396,4.73,0,0
605,Car,89.3839523203601,1.72,1,0
